# 	98x98			98x150			150x150
1.371062637795118633e+01 8.354517662765553965e+00 7.047434163794068063e+00
1.371192484539100853e+01 8.355125701028379481e+00 7.048402015543770105e+00
1.371322326053067009e+01 8.355733564095318755e+00 7.049369280419583106e+00
1.371452160670130915e+01 8.356341076305239923e+00 7.050334968602464336e+00
1.371581976034016748e+01 8.356948063392744430e+00 7.051299299108825913e+00
1.371711789731016395e+01 8.357554874819120627e+00 7.052262639796150090e+00
1.371841587737968560e+01 8.358161160657838096e+00 7.053224219861803590e+00
1.371971371721758359e+01 8.358767096570030475e+00 7.054185029124825590e+00
1.372101157601791499e+01 8.359372856355843595e+00 7.055144445623663607e+00
1.372228853142296501e+01 8.359908713448284345e+00 7.055870102385537912e+00
1.372358618102265382e+01 8.360513772450550718e+00 7.056827171388815323e+00
1.372490434895406963e+01 8.361187683901363243e+00 7.058015284776005593e+00
1.372620173705295521e+01 8.361791866924194849e+00 7.058969419409828916e+00
1.372749907285168192e+01 8.362395874751143765e+00 7.059922967169764974e+00
1.372879625174993024e+01 8.362999356990435729e+00 7.060874754308031243e+00
1.373009341397930605e+01 8.363602663568588724e+00 7.061825551627260111e+00
1.373139033137675469e+01 8.364205269828447697e+00 7.062774404396076733e+00
1.373268728440549324e+01 8.364807875623061051e+00 7.063722854219744107e+00
1.373398408053375164e+01 8.365409955830015676e+00 7.064669543421743469e+00
1.373528077206169229e+01 8.366011685645194262e+00 7.065615058875956755e+00
1.373657744692076577e+01 8.366613239799242763e+00 7.066559584511138858e+00
1.373787387694790141e+01 8.367214093634991912e+00 7.067502165595906938e+00
1.373917034260633230e+01 8.367814947005491888e+00 7.068444343735523994e+00
1.374046665136428125e+01 8.368415274788334912e+00 7.069384761253473926e+00
1.374176280322175181e+01 8.369015076983520984e+00 7.070323418149755845e+00
1.374305890277906350e+01 8.369614703982820814e+00 7.071261488172146059e+00
1.374437595803181367e+01 8.370284408871372150e+00 7.072433904805381033e+00
1.374567188401977802e+01 8.370883334621877836e+00 7.073369224387064058e+00
1.374696766977612405e+01 8.371481910445861985e+00 7.074303773166114695e+00
1.374826338656344582e+01 8.372080135412822699e+00 7.075236745252238002e+00
1.374955903438174509e+01 8.372678009522765308e+00 7.076168140645427762e+00
1.375085454196842605e+01 8.373275533706181051e+00 7.077098765235988687e+00
1.375214998058608273e+01 8.373872707032578688e+00 7.078027813133624946e+00
1.375346644386820216e+01 8.374540309105249491e+00 7.079192784335035071e+00
1.375476167328521981e+01 8.375136781648102158e+00 7.080119484737108060e+00
1.375605679810191617e+01 8.375732903799184115e+00 7.081045011391402078e+00
1.375735176601812881e+01 8.376328500362605567e+00 7.081968777424027195e+00
1.375864671726547428e+01 8.376923921264888051e+00 7.082891553637609583e+00
1.375994156391250200e+01 8.377518991775406931e+00 7.083813156103417441e+00
1.376125753982431732e+01 8.378184841423969687e+00 7.084971855620777248e+00
1.376255217727070246e+01 8.378779211150940043e+00 7.085891110591024500e+00
1.376384665781660921e+01 8.379373055290251671e+00 7.086808604939599299e+00
1.376514112169364878e+01 8.379966723768429659e+00 7.087725109469137585e+00
1.376645676713564193e+01 8.380631346580543095e+00 7.088879297924121303e+00
1.376775102181203358e+01 8.381224314275174336e+00 7.089793454958098096e+00
1.376904517188811639e+01 8.381816931578036645e+00 7.090706438244297694e+00
1.377033916506371369e+01 8.382409023293238448e+00 7.091617660908826615e+00
1.377165453233603465e+01 8.383072594464783478e+00 7.092767925175319732e+00
1.377294840424244526e+01 8.383664160127080933e+00 7.093676984273030506e+00
1.377424217154853636e+01 8.384255375397605903e+00 7.094584869622959644e+00
1.377553583425430617e+01 8.384846240276356610e+00 7.095491581225108035e+00
1.377685078312534728e+01 8.385508409880815250e+00 7.096637150500482605e+00
1.377814427226177152e+01 8.386098573510773591e+00 7.097541111661923807e+00
1.377943765679787980e+01 8.386688386748962998e+00 7.098443899075586927e+00
1.378075243209957179e+01 8.387349855104629270e+00 7.099586717910256084e+00
1.378204555513487328e+01 8.387938792363383911e+00 7.100486570954467780e+00
1.378333862587001413e+01 8.388527554426254085e+00 7.101385837124791323e+00
1.378465317530220169e+01 8.389188146337241747e+00 7.102525318644858032e+00
1.378594607246799519e+01 8.389776207151316001e+00 7.103421834374469945e+00
1.378723881273331209e+01 8.390363742377736855e+00 7.104316589482417399e+00
1.378855310066469819e+01 8.391023458309293304e+00 7.105453136633036237e+00
1.378984563172937072e+01 8.391610292752167410e+00 7.106345544245418644e+00
1.379113814612518141e+01 8.392196951533907878e+00 7.107236962038764538e+00
1.379245220818706308e+01 8.392855791020789269e+00 7.108370171874787147e+00
1.379374451338223295e+01 8.393441749018984765e+00 7.109259242172574211e+00
1.379505836624346671e+01 8.394099887722315856e+00 7.110390104513031773e+00
1.379635049786929102e+01 8.394685144471720761e+00 7.111276424370111648e+00
1.379764257719495291e+01 8.395270226025237648e+00 7.112162157353298042e+00
1.379895611625522811e+01 8.395927313553253057e+00 7.113289498450422244e+00
1.380024802201154266e+01 8.396511693857979353e+00 7.114172480992900560e+00
1.380156143980263295e+01 8.397168255333088638e+00 7.115297658523203062e+00
1.380285313635830668e+01 8.397751934854269962e+00 7.116178293570122548e+00
1.380414458808204969e+01 8.398334914057153711e+00 7.117056984066631564e+00
1.380545783230379264e+01 8.398990774283470628e+00 7.118179411156225989e+00
1.380674925068980308e+01 8.399573402164088876e+00 7.119056122014655763e+00
1.380806228571090877e+01 8.400228561606862598e+00 7.120176201608693134e+00
1.380935344259611064e+01 8.400810313508046079e+00 7.121049978097675037e+00
1.381066632071673617e+01 8.401464947363161073e+00 7.122168297070039955e+00
1.381195735633275667e+01 8.402046173211438429e+00 7.123039909992202823e+00
1.381327011318419373e+01 8.402700281013649075e+00 7.124156065397753146e+00
1.381456079936795511e+01 8.403280456151856370e+00 7.125024560021723019e+00
1.381587343495020725e+01 8.403934037901160892e+00 7.126138551860453418e+00
1.381716399986478727e+01 8.404513686986465615e+00 7.127004882917608697e+00
1.381847647854655747e+01 8.405166743148109632e+00 7.128117114134666643e+00
1.381976692219195257e+01 8.405745866180508230e+00 7.128981281625001110e+00
1.382107913937292487e+01 8.406398046362721033e+00 7.130090578472611185e+00
1.382236937381767561e+01 8.406976468611572884e+00 7.130952398467385933e+00
1.382368146972945766e+01 8.407628122740879562e+00 7.132059531748177861e+00
1.382497144267340694e+01 8.408205669010301975e+00 7.132918417373503850e+00
1.382628346961616472e+01 8.408856972282588771e+00 7.134023973961364895e+00
1.382757332129093264e+01 8.409433992499105059e+00 7.134880696019875401e+00
1.382888505110158839e+01 8.410084420257208038e+00 7.135983721183434270e+00
1.383019690447500594e+01 8.410735022280707796e+00 7.137086527330593455e+00
1.383148639004864755e+01 8.411310816126018608e+00 7.137939141271868237e+00
1.383279803422141896e+01 8.411960717365969842e+00 7.139039599923464152e+00
1.383408725829425734e+01 8.412535635231851217e+00 7.139889279495291063e+00
1.383539878119784916e+01 8.413185010418896326e+00 7.140987574580070607e+00
1.383668788400150262e+01 8.413759402231871576e+00 7.141835090585077594e+00
1.383799910977299064e+01 8.414407901904732867e+00 7.142930854245554961e+00
1.383931037117577567e+01 8.415056401112344986e+00 7.144026214960881305e+00
1.384059919580976583e+01 8.415629741284757159e+00 7.144869806777404797e+00
1.384191024801190473e+01 8.416277539708826083e+00 7.145962819997168758e+00
1.384319895137670997e+01 8.416850353828332132e+00 7.146804248246874991e+00
1.384450979437821161e+01 8.417497451468857861e+00 7.147894913971082786e+00
1.384582062071084962e+01 8.418144373448248174e+00 7.148984589876252294e+00
1.384710895797453034e+01 8.418715961196550523e+00 7.149821910008725467e+00
1.384841971533814409e+01 8.419362532318922732e+00 7.150910009220965868e+00
1.384973022786982000e+01 8.420008403122995588e+00 7.151996163882794022e+00
1.385101833926399273e+01 8.420579114426619327e+00 7.152830146700670078e+00
1.385232878282664259e+01 8.421224634373670526e+00 7.153914724669573566e+00
1.385363912178897117e+01 8.421869803928952791e+00 7.154998128890690978e+00
1.385492695501348415e+01 8.422439463592013453e+00 7.155828187520081762e+00
1.385623717270662425e+01 8.423084107094387818e+00 7.156909428174382803e+00
1.385754728579945017e+01 8.423728400204993250e+00 7.157989495080906650e+00
1.385883480522299571e+01 8.424297008692734678e+00 7.158816032466953416e+00
1.386014470911517904e+01 8.424940601019795139e+00 7.159893751877916657e+00
1.386145464863865762e+01 8.425584192881606427e+00 7.160971068343732426e+00
1.386276448356181668e+01 8.426227434351647005e+00 7.162047211061769225e+00
1.386405156791521343e+01 8.426794465611164853e+00 7.162868063637657379e+00
1.386536128156918402e+01 8.427437181028297530e+00 7.163942042788873366e+00
1.386667080269137919e+01 8.428079371323018876e+00 7.165014664263571476e+00
1.386798035944487495e+01 8.428721561152494601e+00 7.166086882793117674e+00
1.386926711332844597e+01 8.429287365575563129e+00 7.166903224306629738e+00
1.387057640858113139e+01 8.429928679425605864e+00 7.167972508466723625e+00
1.387188573946511916e+01 8.430569992810404756e+00 7.169041389681677146e+00
1.387319496574878386e+01 8.431210955803429385e+00 7.170109097148846367e+00
1.387448133686236673e+01 8.431775358194158798e+00 7.170920340726087083e+00
1.387579035394539062e+01 8.432415620403638457e+00 7.171985700697696586e+00
1.387709935435955089e+01 8.433055706951986252e+00 7.173050070850267801e+00
1.387840830247355051e+01 8.433695618304447805e+00 7.174113854128951751e+00
1.387969429081714345e+01 8.434258618662836327e+00 7.174919999769924672e+00
1.388100297743034162e+01 8.434897654035866665e+00 7.175980848679156310e+00
1.388231161174337913e+01 8.435536514213008985e+00 7.177041110714498018e+00
1.388362022938755125e+01 8.436175198729021218e+00 7.178100382930801437e+00
1.388492874243139852e+01 8.436813532853257414e+00 7.179158481399323222e+00
1.388621433133614502e+01 8.437374955518180286e+00 7.179958539284994501e+00
1.388752263517935326e+01 8.438012588858873286e+00 7.181014290257956567e+00
1.388883097465386030e+01 8.438650221734317114e+00 7.182069638285771163e+00
1.389013915722788539e+01 8.439287329022103989e+00 7.183123225691914193e+00
1.389144728750175162e+01 8.439924261114006399e+00 7.184176226224170847e+00
1.389275540110675244e+01 8.440561017544775169e+00 7.185228236937389212e+00
1.389408993419938909e+01 8.441213866222845752e+00 7.186289266374760842e+00
1.389534816221360636e+01 8.441756043114509112e+00 7.187069741806253909e+00
1.389668257403706519e+01 8.442408365739677123e+00 7.188128607676809168e+00
1.389799040947239739e+01 8.443044070529881040e+00 7.189176694201540485e+00
1.389929808800724942e+01 8.443679249732426229e+00 7.190223020104599350e+00
1.390060571424193903e+01 8.444314253739083398e+00 7.191268759133768285e+00
1.390191318357615025e+01 8.444948732158081839e+00 7.192312737541267431e+00
1.390322060061020082e+01 8.445583035381194037e+00 7.193356129074876648e+00
1.390452800097538599e+01 8.446217162943174372e+00 7.194398530789445800e+00
1.390583534904040874e+01 8.446851115309266689e+00 7.195440345630126799e+00
1.390711931893375208e+01 8.447406755114204913e+00 7.196219827841984440e+00
1.390842649342942927e+01 8.448040006231504861e+00 7.197258892241953809e+00
1.390973361562494759e+01 8.448673082152920344e+00 7.198297369768038578e+00
1.391104058091998752e+01 8.449305632486677098e+00 7.199334086672451782e+00
1.391234749391486680e+01 8.449938007624547609e+00 7.200370216702974169e+00
1.391365430230942302e+01 8.450570032370643858e+00 7.201405172985716696e+00
1.391496109403511561e+01 8.451201881455610021e+00 7.202439139449420047e+00
1.391626778116048868e+01 8.451833380148800146e+00 7.203471932165346203e+00
1.391757436368553869e+01 8.452464528450221337e+00 7.204503551133492500e+00
1.391888098184188394e+01 8.453095676286393356e+00 7.205534767156486886e+00
1.392018744309775080e+01 8.453726298534908423e+00 7.206564222557815036e+00
1.392149385205345702e+01 8.454356745587537247e+00 7.207593091085254144e+00
1.392280015640883839e+01 8.454986842248390033e+00 7.208620785864908953e+00
1.392410644409535792e+01 8.455616763248110956e+00 7.209647490825526361e+00
1.392541262718155792e+01 8.456246333856062947e+00 7.210673022038368352e+00
1.392671870566743664e+01 8.456875554072238899e+00 7.211697379503425154e+00
1.392802467955299406e+01 8.457504423896644141e+00 7.212720563220705650e+00
1.392933068906984673e+01 8.458133293255801988e+00 7.213743343992835122e+00
1.393063645375476689e+01 8.458761462296658706e+00 7.214764180214551459e+00
1.393194234200243464e+01 8.459389805602913981e+00 7.215784797419865448e+00
1.393324803771832698e+01 8.460017623786754370e+00 7.216804056948658008e+00
1.393455371676535215e+01 8.460645266309461121e+00 7.217822326658408727e+00
1.393585929121206135e+01 8.461272558440395386e+00 7.218839422620384028e+00
1.393716476105844215e+01 8.461899500179555389e+00 7.219855344834574140e+00
1.393847012630450877e+01 8.462526091526944683e+00 7.220870093300986170e+00
1.393977547488170821e+01 8.463152507213202114e+00 7.221883851948364352e+00
1.394108077115874700e+01 8.463778747703573302e+00 7.222897023721849052e+00
1.394238591053530563e+01 8.464404462606283985e+00 7.223908434873658635e+00
1.394369108554316128e+01 8.465030177043745496e+00 7.224919443080326964e+00
1.394499606801923974e+01 8.465655366358801004e+00 7.225929093610472087e+00
1.394630103382645459e+01 8.466280380012721096e+00 7.226937754321578922e+00
1.394760598296480225e+01 8.466905218005507550e+00 7.227945425213646580e+00
1.394891073957137451e+01 8.467529530875882671e+00 7.228951738429195473e+00
1.395023927608204950e+01 8.468233382213369964e+00 7.230224089445647095e+00
1.395154396371959216e+01 8.468857344226723427e+00 7.231228825968266882e+00
1.395284863468827652e+01 8.469481130578946804e+00 7.232232572671847493e+00
1.395415311312518014e+01 8.470104391808757072e+00 7.233234961698905785e+00
1.395545752259306127e+01 8.470727302181547458e+00 7.234235774033036748e+00
1.395676187976078175e+01 8.471350037358449825e+00 7.235235999493276005e+00
1.395806622025963861e+01 8.471972596874223882e+00 7.236235235134479638e+00
1.395937036822671651e+01 8.472594631267583054e+00 7.237233113099158288e+00
1.396067455182508965e+01 8.473216665195694830e+00 7.238230588118693021e+00
1.396200261992788683e+01 8.473918587982694817e+00 7.239495274686911230e+00
1.396330659432562271e+01 8.474539921127263398e+00 7.240490402210882692e+00
1.396461055205449142e+01 8.475161078610698340e+00 7.241484539915820307e+00
1.396591440518303529e+01 8.475781885702357243e+00 7.242477503872972733e+00
1.396721815371126496e+01 8.476402342402247214e+00 7.243469294082347076e+00
1.396852183327046681e+01 8.477022448245117303e+00 7.244459507598793202e+00
1.396984957090343649e+01 8.477723144195664418e+00 7.245719683104637987e+00
1.397115314586231705e+01 8.478342899646763797e+00 7.246708722873305142e+00
1.397245665185217511e+01 8.478962304240843295e+00 7.247696185949040526e+00
1.397376001761041486e+01 8.479581358908395927e+00 7.248682878222146186e+00
1.397506331439963034e+01 8.480200062718928677e+00 7.249667993802328070e+00
1.397636664682014107e+01 8.480818766064215808e+00 7.250652706437356265e+00
1.397769394938296550e+01 8.481517884786541117e+00 7.251907197133040661e+00
1.397899707260283364e+01 8.482135887348281500e+00 7.252889562272509139e+00
1.398030014352254113e+01 8.482753714714135640e+00 7.253871340538087686e+00
1.398160314547322614e+01 8.483371191222971675e+00 7.254851542110744234e+00
1.398290595489213395e+01 8.483988142609396377e+00 7.255830386006874910e+00
1.398423306721674741e+01 8.484686384421793903e+00 7.257081136442812053e+00
1.398553575536647031e+01 8.485302809755314257e+00 7.258057816772122806e+00
1.398683847914748846e+01 8.485919234623587215e+00 7.259034094156288752e+00
1.398814109832818531e+01 8.486535309100084135e+00 7.260009197792670399e+00
1.398946798478329079e+01 8.487232674467806604e+00 7.261256610914010423e+00
1.399077039476334683e+01 8.487848048160762104e+00 7.262229367054835016e+00
1.399207278807453925e+01 8.488463246192582190e+00 7.263201133376620433e+00
1.399337507678540860e+01 8.489078093832631566e+00 7.264171725950630432e+00
1.399470173737100787e+01 8.489774582755673649e+00 7.265415801757368897e+00
1.399600381688123640e+01 8.490388729612176277e+00 7.266384046835813848e+00
1.399730593202276197e+01 8.491002876003431510e+00 7.267351888969111329e+00
1.399860794256396446e+01 8.491616672002916033e+00 7.268318557354630727e+00
1.399993432497990398e+01 8.492312109285396815e+00 7.269558708972885697e+00
1.400123621425192155e+01 8.492925379231975214e+00 7.270523213791583395e+00
1.400253799892361961e+01 8.493538298786781127e+00 7.271486544862503898e+00
1.400383967899499638e+01 8.494150867949814554e+00 7.272448702185647207e+00
1.400516597577304267e+01 8.494845778714141815e+00 7.273686287291933006e+00
1.400646744664377863e+01 8.495457647093630271e+00 7.274646097119513044e+00
1.400776890084564918e+01 8.496069339811985088e+00 7.275604917128054794e+00
1.400909502405434814e+01 8.496763549327518206e+00 7.276839751793632516e+00
1.401039632135573676e+01 8.497374716458214294e+00 7.277796811180505365e+00
1.401169760198826353e+01 8.497985707927776744e+00 7.278752880748340814e+00
1.401302346369616103e+01 8.498679041463882200e+00 7.279984781044468889e+00
1.401432462305950644e+01 8.499289506880543854e+00 7.280938687045485302e+00
1.401562567782252344e+01 8.499899621905425917e+00 7.281891419298720081e+00
1.401695141826123958e+01 8.500592429388627025e+00 7.283121156028033560e+00
1.401825226382361400e+01 8.501201843629964117e+00 7.284071540785706844e+00
1.401955309271713013e+01 8.501811082210172898e+00 7.285020935724347169e+00
1.402087871188665602e+01 8.502503363640464329e+00 7.286248508886838948e+00
1.402217933157952778e+01 8.503111901437126363e+00 7.287195556329917778e+00
1.402347989897223890e+01 8.503720264037900378e+00 7.288142016899104902e+00
1.402480529227226036e+01 8.504411669023513198e+00 7.289366252746999564e+00
1.402610573839578656e+01 8.505019505571386418e+00 7.290310549749369429e+00
1.402740616785044914e+01 8.505627166458124222e+00 7.291253856932702782e+00
1.402873135194983156e+01 8.506317870660195624e+00 7.292475745285038613e+00
1.403003157220385511e+01 8.506924830763386680e+00 7.293416704972808695e+00
1.403135668733420971e+01 8.507615184108438200e+00 7.294637016632215420e+00
1.403265683861920365e+01 8.508221793354609375e+00 7.295576399627059061e+00
1.403395683300371743e+01 8.508827877013123597e+00 7.296514022000234689e+00
1.403528177456472648e+01 8.509517529109380973e+00 7.297731583218932450e+00
1.403658169998021599e+01 8.510123261910875314e+00 7.298667628899178084e+00
1.403790648464074309e+01 8.510812388419472185e+00 7.299883429496205167e+00
1.403920625315575066e+01 8.511417595633307798e+00 7.300817714554780125e+00
1.404050595270173574e+01 8.512022451990125305e+00 7.301750422920429529e+00
1.404183056379292083e+01 8.512710877249935137e+00 7.302963473076750311e+00
1.404313005413826332e+01 8.513315032823207673e+00 7.303893833946840886e+00
1.404445464856058301e+01 8.514003282421882091e+00 7.305105894284123380e+00
1.404575401763673881e+01 8.514606911942248502e+00 7.306034091587390478e+00
1.404707854309003068e+01 8.515294810683903037e+00 7.307244575231746531e+00
1.404837770296554567e+01 8.515897739420722701e+00 7.308170425039455687e+00
1.404967681054090356e+01 8.516500492961657898e+00 7.309095687973274913e+00
1.405100116242484987e+01 8.517187690454521842e+00 7.310303421176922889e+00
1.405230014873101929e+01 8.517789917942547362e+00 7.311226520543924856e+00
1.405362434371448543e+01 8.518476589847752578e+00 7.312432493125900379e+00
1.405492320875147350e+01 8.519078291282879078e+00 7.313353428926085975e+00
1.405624728246575472e+01 8.519764437135178170e+00 7.314557237941241574e+00
1.405754599060225729e+01 8.520365612982642389e+00 7.315476413119758270e+00
1.405886999534751602e+01 8.521051407977923375e+00 7.316678645441989204e+00
1.406016858221483012e+01 8.521652057772479694e+00 7.317595657053683311e+00
1.406149243005960692e+01 8.522337327180100175e+00 7.318796128754241792e+00
1.406279080772628376e+01 8.522937276191115075e+00 7.319710792870378846e+00
1.406411463890219515e+01 8.523622369937601917e+00 7.320910274751901703e+00
1.406541289529968530e+01 8.524221792895710692e+00 7.321822775301219721e+00
1.406673651727495233e+01 8.524906185858652563e+00 7.323019909687178419e+00
1.406803465240326467e+01 8.525505082763856990e+00 7.323930246669679178e+00
1.406935820540950921e+01 8.526189124869780755e+00 7.325125804362716764e+00
1.407065618363733428e+01 8.526787496187324678e+00 7.326034380723543293e+00
1.407197966767455455e+01 8.527471187436228561e+00 7.327228361723649996e+00
1.407327747233303405e+01 8.528068857504980116e+00 7.328134187643772890e+00
1.407460079946977061e+01 8.528752023166225271e+00 7.329326408022208028e+00
1.407589853515922584e+01 8.529349342377956944e+00 7.330230657249401816e+00
1.407722170539548223e+01 8.530031982451545147e+00 7.331421117006168942e+00
1.407851931981575611e+01 8.530628775610372472e+00 7.332323202666543693e+00
1.407984242108298467e+01 8.531311064826937240e+00 7.333512085730382601e+00
1.408113982630261418e+01 8.531907157202221370e+00 7.334411823895198523e+00
1.408246280630066138e+01 8.532588920365881791e+00 7.335598543392216619e+00
1.408376005461980895e+01 8.533184487153505415e+00 7.336496520935362753e+00
1.408508296564883189e+01 8.533865899460147730e+00 7.337681663739452631e+00
1.408638009269879454e+01 8.534460940194867007e+00 7.338577477715782393e+00
1.408770284682733553e+01 8.535141826913850593e+00 7.339760859898203371e+00
1.408902563658717177e+01 8.535822713167585007e+00 7.340943839135479543e+00
1.409032253776762644e+01 8.536416877457625674e+00 7.341836315797207746e+00
1.409164517062698252e+01 8.537097238123703136e+00 7.343017534412813241e+00
1.409294189823809695e+01 8.537690701164953211e+00 7.343907260633835143e+00
1.409426437419696931e+01 8.538370536243368392e+00 7.345086718627769962e+00
1.409556103283905415e+01 8.538963648427598585e+00 7.345974868155858317e+00
1.409688343982890402e+01 8.539643132648997437e+00 7.347152749456865806e+00
1.409820583014989026e+01 8.540322441209264426e+00 7.348329640938834117e+00
1.409950217499101655e+01 8.540914502218175386e+00 7.349214269223586449e+00
1.410082440841152085e+01 8.541593285190783646e+00 7.350389400083885860e+00
1.410212063198345689e+01 8.542184820146788482e+00 7.351271864801820044e+00
1.410344279643493515e+01 8.542863252262375084e+00 7.352445418969188573e+00
1.410476499651771043e+01 8.543541683912717843e+00 7.353618570191413184e+00
1.410606090628868969e+01 8.544132167693408775e+00 7.354497513666009567e+00
1.410738294947097948e+01 8.544810073756087476e+00 7.355668904266559949e+00
1.410870492368425033e+01 8.545487628961753401e+00 7.356838718174183889e+00
1.411000065988588048e+01 8.546077411493648412e+00 7.357714911208072195e+00
1.411132252949883004e+01 8.546754616307540076e+00 7.358883551367917164e+00
1.411261823236272939e+01 8.547344047517169585e+00 7.359757764763724452e+00
1.411393989277503813e+01 8.548020551547516277e+00 7.360924057428009704e+00
1.411526158881864212e+01 8.548697055112615573e+00 7.362089947147143043e+00
1.411655703018174535e+01 8.549285610342815644e+00 7.362961226173507789e+00
1.411787860495615554e+01 8.549961587855005263e+00 7.364124952325822093e+00
1.411920017973057995e+01 8.550637565367201987e+00 7.365288678478142614e+00
1.412049534292401098e+01 8.551225068956835429e+00 7.366156033316013207e+00
1.412181679642924159e+01 8.551900520416122475e+00 7.367317595901512917e+00
1.412313810970285743e+01 8.552575621948884432e+00 7.368478387684381126e+00
1.412443318725840058e+01 8.553162599020366130e+00 7.369343176010289653e+00
1.412575437926283151e+01 8.553837174500223739e+00 7.370501804226339715e+00
1.412707560689855768e+01 8.554511749514833951e+00 7.371660029497240529e+00
1.412837037065314050e+01 8.555097675410996416e+00 7.372521296579806815e+00
1.412969152931984418e+01 8.555771899568590300e+00 7.373677945157781188e+00
1.413101249545476712e+01 8.556445598603765745e+00 7.374833236059228803e+00
1.413230712127129785e+01 8.557030822785890223e+00 7.375691349755940429e+00
1.413362801843720185e+01 8.557704170964051116e+00 7.376845063964465155e+00
1.413494895123439754e+01 8.558377518676962836e+00 7.377998375227842409e+00
1.413626977943127017e+01 8.559050515998102071e+00 7.379150512743436252e+00
1.413756403914667814e+01 8.559634513809024625e+00 7.380004518322918372e+00
1.413888479837452827e+01 8.560307160273143978e+00 7.381155079145583997e+00
1.414020545300206066e+01 8.560979456345494398e+00 7.382304466220472428e+00
1.414149948684796243e+01 8.561562577711734789e+00 7.383155134485352100e+00
1.414282007250646700e+01 8.562234522927065328e+00 7.384302944867313201e+00
1.414414055356465383e+01 8.562906117750621604e+00 7.385449581501491778e+00
1.414546112255428945e+01 8.563577887304816727e+00 7.386596402064413702e+00
1.414675482593036548e+01 8.564159781834609575e+00 7.387442559266918174e+00
1.414807518571936562e+01 8.564830850605257950e+00 7.388587032334282156e+00
1.414939552883949858e+01 8.565501743714776239e+00 7.389730515582602521e+00
1.415071573172801500e+01 8.566172286897767663e+00 7.390873228028293163e+00
1.415200919256571943e+01 8.566753129321748261e+00 7.391715058097160451e+00
1.415332941441667103e+01 8.567423496378362202e+00 7.392856377778667998e+00
1.415464953166729778e+01 8.568093513043200105e+00 7.393996523712390356e+00
1.415596959661776744e+01 8.568763354512153541e+00 7.395136082772225450e+00
1.415728939130522512e+01 8.569359762665289537e+00 7.395984365053289267e+00
1.415858272296709153e+01 8.570012460711620150e+00 7.397111384145627966e+00
1.415990261434821029e+01 8.570681600931781219e+00 7.398248192764754094e+00
1.416124901314843143e+01 8.571367008129888276e+00 7.399394204036780387e+00
1.416251534125868083e+01 8.571929129437773298e+00 7.400217406382842533e+00
1.416386167108987770e+01 8.572614185778864027e+00 7.401361840961942384e+00
1.416518133660149381e+01 8.573282449554346485e+00 7.402495312266472283e+00
1.416650098544424452e+01 8.573950537668695304e+00 7.403627793751960340e+00
1.416782058198683814e+01 8.574618450587161433e+00 7.404759688363563797e+00
1.416911308704635886e+01 8.575195612036543125e+00 7.405587582300150018e+00
1.417043256231976400e+01 8.575862998902099577e+00 7.406717313344931775e+00
1.417175198529301028e+01 8.576530210571775115e+00 7.407846457515825378e+00
1.417307130366593704e+01 8.577197071849672838e+00 7.408974427938939122e+00
1.417439065767015727e+01 8.577863932662324942e+00 7.410101995416903620e+00
1.417568281559098331e+01 8.578439691614123674e+00 7.410924388472073687e+00
1.417700201269472693e+01 8.579106026839117050e+00 7.412050195328367508e+00
1.417832119312960160e+01 8.579772186402978562e+00 7.413175012365625705e+00
1.417964026896415497e+01 8.580437995575065813e+00 7.414298655655099601e+00
1.418095929249854947e+01 8.581103629551268597e+00 7.415421712070688010e+00
1.418227835166424100e+01 8.581769263062223985e+00 7.416544365541126282e+00
1.418357005784605818e+01 8.582343269124665497e+00 7.417360083967102113e+00
1.418488890781110356e+01 8.583008201852074137e+00 7.418480389941977116e+00
1.418620779340744953e+01 8.583673134114238934e+00 7.419600292971711752e+00
1.418752657440347598e+01 8.584337715984631245e+00 7.420719022253659425e+00
1.418884533873063347e+01 8.585002122193888141e+00 7.421836761716571473e+00
1.419016401512633507e+01 8.585666353672504414e+00 7.422954317250744616e+00
1.419148271048446830e+01 8.586330409024743204e+00 7.424070480020729335e+00
1.419277391262711419e+01 8.586902487001943030e+00 7.424878936943615670e+00
1.419409245108477258e+01 8.587566016766524868e+00 7.425993339091930601e+00
1.419541093724226322e+01 8.588229371335216911e+00 7.427107154366354713e+00
1.419672931879943434e+01 8.588892375512138244e+00 7.428219795893001631e+00
1.419804768368774539e+01 8.589555204027925939e+00 7.429331447600605820e+00
1.419936599627588869e+01 8.590217857347827390e+00 7.430442512434321856e+00
1.420068434449533079e+01 8.590880510202481446e+00 7.431553174322893085e+00
1.420200253581429450e+01 8.591542637469476773e+00 7.432662075589789197e+00
1.420332072713325466e+01 8.592204764736472100e+00 7.433770976856687085e+00
1.420461125166738192e+01 8.592774213379637871e+00 7.434569421835780290e+00
1.420592932171715717e+01 8.593435814593727073e+00 7.435676159535860030e+00
1.420724733946677709e+01 8.594097240611933586e+00 7.436782310362051618e+00
1.420856534054752451e+01 8.594758490969002906e+00 7.437887471369202252e+00
1.420988323702795775e+01 8.595419390934299742e+00 7.438991458628576581e+00
1.421120108120823033e+01 8.596080115703710334e+00 7.440094859014057427e+00
1.421251890871963930e+01 8.596740664811992616e+00 7.441197269580503537e+00
1.421383659599942462e+01 8.597400863993746256e+00 7.442298909344316371e+00
1.421515435454180754e+01 8.598061062245005104e+00 7.443399743217834263e+00
1.421647192055241149e+01 8.598720735373852619e+00 7.444499219414824509e+00
